uuid,phrase,category
8001365201096812724109055738948528242800684464249240702556012530968015650609,above board,Not Figurative
32303262971354689914630985355434707531240634127852479338088708838588233821576,as wild as an animal,Figurative
71686418778118662250623156266047924313574721313659017858706316776189348459645,six feet under,Not Figurative
111669932189873493530421845897391370968845812728265911529773262810927820956297,money for jam,Not Figurative
45090658842685472077284568583881932558856846565403117667692825709005674521089,blanket of snow,Not Figurative
38796120316290063231716717188108419609690684332461056365067895623014798137303,hold the ring,Figurative
70584325549049221719981044167770084198844402379223967977586509953484524114753,as sweet as honey,Not Figurative
50244943942101322382810696670626577813268103016603407896189955923849232553394,burst someone's bubble,Not Figurative
105612124368934047348629849945769204618298822435844970501699389052694348987915,pop the question,Figurative
76841117314709677843991069574678816391750537830650112831747767721335951863750,make the grade,Not Figurative
67156472310904018201454622645252969583809712220481364768086850869694582175688,as helpless as a baby,Not Figurative
104187697805134747342967237300439321331744384105784277597789378779356878701136,she was a sly cat,Not Figurative
101039215739767081948450336070296016069417414160719859159790876992639710780367,blaze a trail,Not Figurative
18901377467457158625902714795134776378997826933163874377399438381286126125561,sweep someone off their feet,Not Figurative
103672140614232335835972112731995653284010673248595965256464277270354806622487,as smooth as silk,Not Figurative
74493448138897817868985357165913658280589914519259091023425850770763088852842,as solid as a rock,Not Figurative
14034397213413280548448480119442815906240686178847269192975858043666481785870,sea of knowledge,Not Figurative
39729549478167128135416377034476576730932310789768087599263684152261631947661,as sharp as an arrow,Figurative
9036862010741239563631321820641776323519946434941756261862097573625286099014,eyes were fireflies,Not Figurative
19457048987575128867215516262170647403423480012932950043026875773027101271080,as fresh as a daisy,Figurative
49912144955336021989468523025661997987221064468404645257799214345044999959840,on the ropes,Figurative
68997816806170142300875991874453513680615831446146757252045511734151816028844,chew the cud,Figurative
39670054217416545792767594233739599917689678594917980674212358146016886048761,she is a snake,Not Figurative
104280731282703095037783025720467297411999548766849776182918393405191955290967,home was prison,Figurative
79652827186307891275156649016477631179717751022090163697752107835560544393638,make ends meet,Figurative
107921845530566560269602018428334409864444446977995103082371982934975576685600,as slippery as an ice rink,Not Figurative
79832165239340893489681433222664683920777181120446664327018735227934262789387,as tall as a mountain,Figurative
112458213146930906730026187374659765345321634606854297957736982589209446556407,the bee's knees,Not Figurative
4443448638138774725378395402955406799409739445167660714056083690113220235777,as fast as a cheetah,Not Figurative
84184927169850584562650194354463498669690574980528986578277705606927968261953,as slippery as an ice rink,Figurative
64205711313395676129736342465779777394763474555575017674564453114657808217815,go to the dogs,Not Figurative
68248741142238202329797116705320691375912824271107280959080954115192325743326,brass monkey,Not Figurative
12520491801709637306931109345323834054416154666675816792671050187292806841942,as fresh as a daisy,Not Figurative
65234589685613475948919379511512394243846901871154894304133373361774190653303,change hands,Not Figurative
49334653881844384448577817528159354190083755525061918070064835383314758347999,bend someone's ear,Not Figurative
84672766501456881078523040198701866419575042873218814095117533664140245448276,sea of bees,Figurative
42801605186611797855455656861226964745650130550370939876342644365237605021890,throw a curve,Not Figurative
14922209334594419421878512033771415529774571101410310212983662199313592989381,he is a fox,Not Figurative
58936005705996407429049661076678483783866681844269824843197568248610153101462,run amok,Figurative
112709145950557219758607934076973543236014712459737956760376635206999520487153,as pale as a ghost,Not Figurative
95705751784259465302000105084420395651882547494940570556403644906883011726056,jockey for position,Not Figurative
29394054904941532600515943690023809719851865628669092366599420793711138182717,take someone to the cleaners,Not Figurative
25077318684665680976517415666032472002923828590430693434209897892514724701002,as red as a cherry,Figurative
5816720798880023648001455630211800590880765636235727654883064246508489093838,tie the knot,Not Figurative
73380823631042142447690953291638260657845377491002069070733133972544371950115,ruffle someone's feathers,Not Figurative
51893625492988645275028272180514873835772614073793633976722186028911354852221,up a tree,Not Figurative
81138032624409557734210099785182899839355586293941754876618837203814419553363,go to seed,Not Figurative
33639322458653251809837885530965268832494579775900005012394790287393302570241,as blue as the ocean,Not Figurative
19633356879432070191356887870597645381745204165419601972498993440292541394701,it takes two to tango,Not Figurative
111714350836327453437765461171542484237730388222555702498097930183834561247048,as red as a tomato,Not Figurative
27439533819221406377874810006979263882612623587022397614336832095135144739182,show a leg,Not Figurative
87774469363850953614559048887187003596622517800134550221782952429101521124675,as strong as an ox,Figurative
95037268063682971090065317315496663579633521978910869776218687526112055246653,throw a curve,Figurative
52687326610307284622154704176394034677249866413150443280237033977249336332823,rub someone the wrong way,Figurative
78565548750820683695130240100460530224216040310773697199268899514259858647948,sail close to the wind,Not Figurative
38667476223089785928906137348024506830823942506488388953633126873098873153590,as solid as a rock,Not Figurative
43149484342344528476298243760482704830451792871266390431242627602813886743970,light at the end of the tunnel,Not Figurative
62460573384174361099324614851704150731706052761201147353873223999517710984187,as fresh as a daisy,Figurative
28349404810587739634449027309564432339743413912664113897952454262348612961817,rub shoulders,Not Figurative
75002260200566836388551954440396136535218562243400746503823960077765343463546,as tall as a mountain,Not Figurative
91415523799464914805013425297434452400634802065902335024772072402143717815475,chew the fat,Figurative
41710479327573585028565181197582873592563083067792097926064834331583363139030,as angry as a hornet,Not Figurative
74749499434049179037342517068522674856325301958618291767634556246443537560170,no great shakes,Figurative
112261295080351993122293532353564485164979899764379288390182965518911780997482,see red,Not Figurative
9610767316076100066225771434333556950967020811819053281384966350526677610556,as tall as a mountain,Not Figurative
107633681814852319405565409631102993797187009021123776871052091926057949272221,ahead of the game,Not Figurative
65728051577312716355382804693965794287625612501284737161597923257578229695502,come to terms with,Figurative
89402641997672166159126536196401834027135923800296386332510832074426882307215,sea of bees,Figurative
89292381262550353235464013048303814449260187283716480245384765715516370023488,as solid as a rock,Not Figurative
106651605753191199114690068451019107694891616936086189219192996418801696149600,get down to brass tacks,Not Figurative
18669874761035587175293841448299756270049455736370224596412513788107153149211,as sharp as a razor,Not Figurative
87315768726816295775476393768963223969076155950539843720443530424667080341855,shrinking violet,Not Figurative
81191504361484730799164140155019160385337336738309697376526631478462663446888,as red as a tomato,Not Figurative
428897376589732710474636979589172896988632721054608162709998036914867705623,make head or tail of,Not Figurative
93038576622695556365957607079519182458147447655214194080084540417459187008763,as sweet as sugar,Not Figurative
85162588433333717738239567826413017680275045069116906218698144129130964774991,shrinking violet,Not Figurative
43097153416191293091418760777719763537359483579326168215028857606807063896918,a night owl,Not Figurative
79653179915427648188923427907619135987071349450583242188477067410158718496151,stand up and be counted,Not Figurative
70534248941598329861261620855246970392376115726527135386970494569545501563030,as thin as a rail,Not Figurative
36190232694798515165214323135349936166392264379306741207937488704072441636826,as red as a tomato,Figurative
61017673754326043218897573727933253662256036746006922182984686550658049745541,on the money,Figurative
91312624441209568471863173344477250483807672919969097704560487229781653210476,down the tubes,Not Figurative
18450000783505959079540994055826957495102191442182703468087142606137851760188,as fast as a cheetah,Figurative
15291815945151239972010844369256348207547689121950800043743108355686160254607,home was prison,Not Figurative
108692885176035049561433815168226488974245103099208831909468088571892976987564,on the money,Figurative
86716063419685590333182432312186757221151565981455607054290125669941289675838,as blue as the ocean,Not Figurative
57802465032050561090894130349192628452323351627538178668281387032380274440612,fight shy of,Figurative
59217543861693142615779400006115592085537120545882192653586891559921973211216,heart of gold,Not Figurative
37038332223395485969085848516885961248058979585525167742856281219016683324566,as fresh as a daisy,Figurative
54476692673548372727599376551158129487959442539545998242724432614629288523552,homework is a breeze,Not Figurative
103622006392765163325355077666030280903126035095190429643871000270534232437874,as sour as vinegar,Not Figurative
112986393266713448936132276216008423672156732176789487514010726662675914062214,he is a fox,Not Figurative
393395241097105130615384227635833441952090795234666091720274923305885535032,as red as a cherry,Not Figurative
98239143947152791219851669481509927006414165636522146725229544231846970268634,as fresh as a daisy,Figurative
19877069914009494718267090545626956814917376374989139208785382970171738400954,add fuel to the fire,Not Figurative
107295152942119965288257361104953204845790985676601269529431287763977554146820,armed to the teeth,Figurative
37284223648151123823458154460611050602006609674025149881275664701246344830455,take a leaf out of someone's book,Not Figurative
89948394737476828017201094160480213698577092119344054308439070868590616377833,as sour as vinegar,Figurative
71618708260579994469297814822770308132561286326615341378262120421220902970018,chew the cud,Not Figurative
72178536977913873782244538706723752502116397510476717323005623551206948911344,roll with the punches,Figurative
101825324050620490272195641195775410099229929580547968125581256476020197392785,as fresh as a daisy,Figurative
49430061709340706830974085043665568269360700187374387476180924981878077428485,as filthy as a pigsty,Not Figurative
82879411411827997215739485427312195199911505706405738796014207225795817611666,full marks,Not Figurative
114256834467489800150170540802240354001652533236058286333843163389007580476590,he is a cheetah,Figurative
111555609727522048012123124382910183736681435403567390103499999265762069652530,as happy as a kid,Not Figurative
18384071257998569233095060765861031371995509119034682586584149853563059313090,as sour as vinegar,Not Figurative
28407541920705307920819781009419208057001469072913871026366553057078613901300,round the clock,Not Figurative
50478321351267768650424410711872868989813622970572369607921660446229103560414,rank and file,Figurative
97192723725931680565619331348925588110902710279422216696062297068176144374860,as busy as a bee,Figurative
94660090279065789222509780423330617318243434894975549341590887371150041579990,make a move,Figurative
17703624498871237042064263291592445077610300051228374454427973018551947436174,house of cards,Figurative
76696843588866724447843202834646658074676884097374063921775342975525955335518,as helpless as a baby,Not Figurative
36930885644070673387392128917140976741167876456805107698115387780313948999274,as tall as a skyscraper,Figurative
88143807787921724213357640276382648457001962629837746980948396965648626465141,up a tree,Figurative
78907493909770019870106697496590013671948784820312013655062105961676975634980,as helpless as a baby,Not Figurative
49625993218665948429872899158736359350770970388057299386720645438439857169000,pull the wool over someone's eyes,Figurative
86877124900481497217285975016048507461212749390494627659199924671271290352116,as thin as a rail,Not Figurative
58511098258765012304274978421439308842333559494350575483620400932866210274674,and all that jazz,Not Figurative
113100455531633092626403273870364516559559630342156241296232826168092149273224,jockey for position,Not Figurative
6031300917704111708386013827630431664670003862793440447265462656589661220521,bell the cat,Not Figurative
84428518183065734811247835658744806349800755939499417278462886162139921553524,hand in glove,Not Figurative
11078326901046011968447681574355317880314753455311151593856223656761307627899,heart of a lion,Not Figurative
39590486501304642013443910375569232466694771917432298518103482454725268740659,put the cart before the horse,Not Figurative
80017912733472431007565485004388545765112728670477849919851139979029231702669,as tall as a mountain,Not Figurative
69576486554140924545648092394318174121972202911057141445656252792177020618512,down the tubes,Figurative
115147131548475295392343559152792980550442020094580541948037051615499971349256,as solid as a rock,Not Figurative
81919523808823597559452178909693574376722065844810136118018287736484479065200,hold your tongue,Figurative
46013348082248977573247987624354992875892230523710514704446973314639502134220,set eyes on,Not Figurative
115762441932744301729253609551070166933144540730385451299646396487501774393359,as fresh as a daisy,Figurative
38140800207848966013077192930215095327601830421990445286162876340816191726611,cook someone's goose,Not Figurative
46030429309624820668470070770517247256837478089342403378009474408233529048019,as slow as a turtle,Not Figurative
101626909441162523902104872270198871446740146949129913562489832674931635404248,buy the farm,Not Figurative
84348064835911208002486122651114823391073603548983574996450246972519345724902,roll with the punches,Figurative
14514055231952304795930417661900488618226895887528794845718366534979410650778,as helpless as a baby,Not Figurative
74822078176086646797441405336064999086267666214526576150427727122460757468957,out and about,Figurative
96432339177926453385841735298239778109114128851326275563668027505472589153939,blanket of flowers,Figurative
63994238878388314840893232068299489553829115292019811895520783590651905605780,on and off,Not Figurative
25603925764358746494567854181442960792608859074621890263809518214488256336069,as cold as ice,Not Figurative
41812109223555847573706666706550099402089813698436059890625987673842955680437,she is a ray of sunshine,Not Figurative
95008777162900289845422456132483984131444590074037079851121487072325329206676,come unstuck,Figurative
92536429016757732944908259709760762851163628880283689699205211775969125594408,as proud as a peacock,Not Figurative
80172533109419545636646727705773355900118863827532793840678411514415393678600,as fresh as a daisy,Figurative
49653144523480146552648404083894384735042665236584094089967050782574727222474,cost the earth,Not Figurative
68531754643893395048260680277528042162009643430159346628465635072157762505066,dog tired,Figurative
34438372199144127833212864881846544175900809829894795828867042626898238865938,a mighty lion,Not Figurative
65116678418022791279103760830895081471126088485757237377948288928926039691490,as sour as vinegar,Figurative
66251480964558355733109728169305804522893059643175377503348948600156319501386,blanket of snow,Figurative
4923849235153835042813386219338463277364048410364656487511310600665033362081,on board,Figurative
46723577978098201023177900186794400946816495660324949790421979139810071396765,as dry as a desert,Figurative
43290445561529893908576926614335124094094870531437643048142109308417421549574,larger than life,Figurative
77076700612075913876296836818385996131634667091455672487046209456919067865280,a night owl,Not Figurative
46543250475739261993640752634396709579620033069434920966908496686012607053430,long in the tooth,Figurative
18978937820115502547771994393116757908244413417969503613590153197533751093839,let sleeping dogs lie,Figurative
62880644090594395846593419769956915579189621595265374263073996419348624032920,pull strings,Not Figurative
93874997875904301691395959735123708513254499986713061681109711816591593964080,cry wolf,Figurative
72097819075258072570382412386587713416553881191413444595209953991711566701841,she is a ray of sunshine,Not Figurative
50724496800216723327613041332188954614281131032665406609616482398166424485334,he is a fox,Not Figurative
52756009305867332504228600289457513161688775629607903359350439115025292881955,rain cats and dogs,Figurative
86014833484286969730885901089743684714399748594754448047966644360293504309651,hit the ground running,Figurative
84772918850600175300257029087121447601869948817871312815062821113741166181365,she was a sly cat,Not Figurative
51456111441525348904077499131527909798655834916316749897600104607460848058106,cross swords,Figurative
11266929741107810097446174482640426003958005094756211685861160744152377660382,get the show on the road,Figurative
21506242637894435825149371073060808724165370792736529041964289985938589266702,as hot as lava,Figurative
71891237275989142724293270801333532920413318801962805499156111609723319115188,go to town,Not Figurative
77567566131867789957850196188990312371154337605546744775992302184466841491525,to a T,Figurative
76005853234002601654134079322670806497739821555515757838302589244132823010582,their relationship is a house on fire,Figurative
13999251449438194192995885051733012191904195648936723397294732477161601180463,brass monkey,Not Figurative
35669485923908536072398155310630469506306099218296758306909096365878794212378,their relationship is a house on fire,Not Figurative
113097341975989952709664378755145647624939436642378344423101342341191569455943,brass monkey,Figurative
99901729968693237238000005555427091689973411726102576039510514642429072564222,as sharp as an arrow,Not Figurative
55408071932064308472784849150232406473319495067577524498895737372418320107175,to a T,Not Figurative
108550139607929233947608232994748935940462738934466480078988382848975127444366,heart of gold,Not Figurative
113807165377410740696513790102709894344713010548378672699294470831178120644589,down the road,Not Figurative
54744108305845479010714934164203812157743616653424018141934615076448221633173,go bananas,Figurative
105452352529720815249932972172053758521309203890308314567556971750485257385982,as slow as a snail,Figurative
77070317047049107056318999862827172868509119412787741698722411221955226962517,fun and games,Figurative
61339307288640633629698279951001160529532964836185013217187251140089275643494,as sweet as honey,Not Figurative
89718668495506840903233526695812810809910065324033458098395255242404522333119,as angry as a hornet,Not Figurative
71400097150800796462048735684646693195206729891804517868252144925243173109935,wear the trousers,Not Figurative
63394000867295345884600436220767736794916965076041043039213228171057222617546,as busy as a bee,Figurative
41925344379971860298820690901271881082389287524207243259814984828992317218430,sit on the fence,Not Figurative
14787896161784295050718482972136977506152527577669422241581159176977630316896,a lion on the battlefield,Not Figurative
92672142918536968880357043709611103578468370720327466833933272047525962011862,as slow as a snail,Figurative
34085570967288879662724727664866402950472505849143179839776673910586860786845,be all ears,Not Figurative
48950187523776947452094943623423190653277553901458293803178208942678085846710,as slow as a snail,Not Figurative
110641894080935952922092417607164477707783813465490627015942125207705761646002,on the money,Figurative
21041000042358706604363366975650003609008921128695871690868943211743863440485,as dry as a desert,Figurative
29452815783230975104412306100118495396441160297383317404750903865795780402977,pound the pavement,Figurative
46986355206177332675798859352466210853966497558159684798723201628286858600036,take a dive,Figurative
87038429514223743461288132643345112212239073764494111913140525790469735889624,set the wheels in motion,Not Figurative
103722663775829860327826767488321985957407734827281817181121417216002730100590,high and dry,Figurative
93790113856940368514719818812039370757389423819829838402631958674388491252494,put paid to,Figurative
54306080287278213066442484971898361947455198748247688143640612137750471838296,take the count,Not Figurative
81076806668719261124890507966502617619775631002282784003462239774553080010340,as bright as the sun,Figurative
2112303720894949216341274804501024514770177308489508103192164375476468680147,spit feathers,Figurative
12034673478624210032159511622870809811965579881650848112469816791491358424392,throw a curve,Not Figurative
112832739241993075617318217881965113970553950952178255133156432478725265187839,all the rage,Figurative
31230334089001042791733786240064256643702572401665696164635662250272267509159,jockey for position,Not Figurative
56979458960435619060692873191735144089477132772869995925448770481629221655248,as solid as a rock,Not Figurative
80591623839696587796127100151511100531556463553152985670330144669304627046824,hold water,Not Figurative
68268541592418479652588409375689341721935712981289479301666352413236997945603,kick the bucket,Not Figurative
96825724067552856404767765378244276509191922902000275046182451041391528505433,house of cards,Not Figurative
10990670136340739616816978751903987365905386630871013449842280753610017042869,give someone the eye,Not Figurative
31938410253316285548719490480545722384841526413697484601386584158469931601267,keep your head,Not Figurative
67301231096172631596149926444833389338849724001518167234305266098847586163206,as slow as a turtle,Not Figurative
30609551471132537850669133382914072271794776771150547331285274616842883491092,chew the cud,Figurative
92972052405251763342331048309869326120319191983955966193185542226409683410912,their relationship is a house on fire,Not Figurative
99547413083917101820827742237280376794175648267506617899349242080259261432228,burn rubber,Not Figurative
111084093289576991973362020420835723968657390334898478712722584653762864536562,it takes two to tango,Not Figurative
80045032499473711597020332199098147055559317397850441885239341095170742592079,hold water,Not Figurative
101096939819574170898643936917277818204155405530544385800342847922292379661578,pay through the nose,Figurative
7164207597848184538690472084027025471889563476897559092795618369604335209095,cut a rug,Not Figurative
70963175459672928550017312477488725341098055418668605300051027671246438969414,as slippery as an ice rink,Figurative
28090607501442198377346688724884998098994495276962933688159797260049715069822,on thin ice,Not Figurative
2075091560562206675018523365212002250148866259281968213007131153181049682422,in the long run,Figurative
76377827865436661212453873427526812577383459795067132708504250589874462695638,grease someone's palm,Not Figurative
90613809381656580001526856914878818742039762644583990541463503296972329082067,six of the best,Not Figurative
19375586719487556418059988989396203755573456875403821489710637452874948957214,run amok,Figurative
730042523117804540685185804863380050172243778922566925484066814364811627716,in your face,Not Figurative
74978418676257448529287444521513526987056891928144787028706278543388925508030,sail close to the wind,Not Figurative
18558247194498636105962981465326542824215627345668641989013761830619472250612,he is a fox,Not Figurative
89041645765629898008897427876635305021854569525994206145965367707741952740685,behind bars,Not Figurative
4012247883198084088635840199370309578447980500939703442429620757938485285909,as fresh as a daisy,Not Figurative
4102900502241585893162498358919993931709981652427066207105434949329547152396,wear the trousers,Not Figurative
25949485436272834342346588240499748908392650531133911582006220707084117149803,as tall as a skyscraper,Figurative
86924244965398967383640394293681741505674930219597158819378355489794514217424,as red as a tomato,Figurative
112466623941509441366976590948755033201073975556527585005779532101780598255976,night and day,Figurative
115782748657212658764537837829136410876045966012506180956143776029362709212559,play games,Not Figurative
99578916741905252587852210596292205078582813233540083643734682709016167486366,as fresh as a daisy,Not Figurative
87061654783669480293318179270330758069373380127571382556562855833146941273612,pump iron,Not Figurative
37922663632268625381395427694365368596449018685322925086555905900889825558924,neck of the woods,Figurative
33710738555706185097230543475612124546911106531248488459175406489811448295561,as big as a mountain,Not Figurative
29513369645931160188085381529313817375491700542096234503673864453062057493598,pull the wool over someone's eyes,Figurative
105958115648666685089474444119540635236875537040871915287640764471575654034202,come unstuck,Figurative
101681440730672321993186662895783989973148009416700442451680145361932308671542,as slow as a turtle,Not Figurative
49647175474277600327279858501209517443102587446110465315930653394928413154631,have someone by the short and curlies,Not Figurative
66932287117113526043543940396418443125000671885094762043774859794080120701249,as fast as a cheetah,Not Figurative
111261258023329570393384056518496521596531386361659967223389781740650976611311,within an ace of,Not Figurative
3432336305902139730062738802672156401484246701784456398699158264230821935094,heart of a lion,Not Figurative
85500293267774190469750397177151849910798805362823725335905319322374868300652,dig deep,Not Figurative
104135556963028009507704464468145446937671804121620034446341028296853589323589,turn heads,Not Figurative
97270512308998631395293909942393322165632732405194989824115102482658819710982,as red as a tomato,Not Figurative
14357326691178760645472029346397815608440983217382746664992993302137613992800,show someone the door,Figurative
113720877116283359414497198334978919716077521260059787699018188775283053921322,as cold as ice,Figurative
38274042766616708318340142503074876535794005089615133853419831859048382169222,greasy spoon,Figurative
39266537690736611426038582662696827500032671707546621261395580167615905156110,on top of the world,Not Figurative
24444920399791000408720897500202783093341272169621349240422127176161852788621,as angry as a hornet,Figurative
69651722678998408368116262923194617879470427241497744403479935277232563667042,as busy as a bee,Not Figurative
62669158528213851948559182181280511141373832108422187143696270727252389048298,throw a wobbly,Figurative
34297234751244691029388158188676424711663782069960318936629433309584554110573,as hot as lava,Not Figurative
102991528338862881197082912464533920022651474650485767586476980562299495338765,as fast as a cheetah,Not Figurative
67435555205621640615112888948101526659075616317574708814765003369801803380438,as busy as a bee,Not Figurative
24936044403379139034045242268218174641940733755497838473468285969112426088072,lead someone up the garden path,Not Figurative
52181604776534799379916230438169032401190419713143667179809087803762540316246,six feet under,Figurative
39333055504157174467579441688634095748760864543305603049379547111896767196850,as hard as rocks,Not Figurative
75264348734246603562456144234375717123205172061130098340282387122133413081764,add fuel to the fire,Not Figurative
19650999910989962241063490867046697309199413498411009340177004659687417494439,walking encyclopedia,Figurative
12220374597352781920808723804707981956595086394651949273190673417355113343474,as solid as a rock,Not Figurative
52555035889052194605582917155475669972418350866378410847604334621726136257278,up the river,Figurative
57990493095900290841422950569063998527119331559047395716905321942946608207660,blow off steam,Figurative
18194740503861255605152070915080344113190549332618554015928122162930714400237,as sharp as a knife,Figurative
21566384214728446570966485148352227425817609194357559560920949148468061072652,beat the clock,Figurative
67230691426536531709833441143537018114635017749504766451043178658019919277121,as hot as lava,Not Figurative
89869189563189733397594186361796199795506640344002954757122625193711008703449,as blue as the ocean,Not Figurative
27167155340887310078132154453024238797189780165379804054133607149957805088107,green with envy,Not Figurative
104317757151280452538920205618337145475381399730421235191560263289084853793382,off the wall,Figurative
13042457038759216716552941027414830084823275513703325570900502524523443358362,come rain or shine,Not Figurative
73267630120009035223107388504008509032521945552897405524837441752575024988411,as fresh as a daisy,Figurative
21936016279283951863330045568054465187279579437307006276946158653594160383933,all the rage,Figurative
45122457068755313323317286754042557617137848998015962189964220763273559255812,go overboard,Not Figurative
64164970968194484420942777539511716975687874802874073601171924851847649380478,as blue as the ocean,Not Figurative
1955118156005070789933526546987384383939642401008184551344393312174240318793,as red as a tomato,Not Figurative
8270280315624801347775009746025121182559663305812930104542476284249598081048,as cold as ice,Figurative
10528929684920935293473550243351366506830535934459835729631201719465692514931,left and right,Figurative
70235056496332904888936411553702226990089590294792222943100755170892966782414,she was a sly cat,Figurative
13355913614209804853901412689501198808805542925098438339348963059185755492894,heads will roll,Not Figurative
3247970807341775490467662609258202306885999116587022663538160545135216887100,as strong as an ox,Not Figurative
57815297875986963922093451655039670157630683093415531833711176157931377222073,be left holding the baby,Not Figurative
103177485468591886122612499705121659503925512017638062912777370274839436236491,a night owl,Figurative
85152394932034427175205740073840109156304582062622923060580915046001150874574,come a cropper,Figurative
70509082877964873614248010438075032212068061375108970296952112734521287305614,as fresh as a daisy,Figurative
7373535242053858484406797498471409928924248700398975494606301625763942102421,ahead of the game,Not Figurative
69114357095337359508338589215819573562794486509015232255528124095904721137392,show a leg,Figurative
111879833827014300600790415364820382543482149967977244873257218494252698580990,as tall as a mountain,Not Figurative
13009138514890788439086204103807332768326798394299315379664360495970875717754,as angry as a hornet,Figurative
109861525627295264895214333498431968973080171693289949772220437163473319498867,larger than life,Figurative
74844638942200781211564819326672578748791400800721582426631491261004909176781,as fresh as a daisy,Figurative
47337043894315533331327889785767234087315211144771453054952129834931967418148,as busy as a bee,Not Figurative
11663725499442433199293660851533957299717177413428113303034475541188600463462,bark up the wrong tree,Not Figurative
106426097896884496625262016595815005615102277128946970496200427210629428538004,kick the bucket,Not Figurative
37503664319980358996568652926476272285882162881184053502486409005269358645588,bear in mind,Figurative
76020434079222794257079155685178825439394434631464919621785056884401738535540,bite your tongue,Not Figurative
89033550650879204946807241403170245490372364911479214241773885190485934783943,as filthy as a pigsty,Not Figurative
100402474789889461583870190231394682546037979400305712281063121216104374609324,rain cats and dogs,Not Figurative
95531017548415836535037907986307018039105996367030396537271122740728576875465,as fast as a cheetah,Figurative
33892095657345043765231944583829982478341859967175194854263262525824437862283,as slow as a turtle,Figurative
105267808231051154064403536178937497914757970468626267875588799331660779601439,as sharp as a knife,Not Figurative
31719487180239335961041073902532576197040639153203436581433144920793325119041,for my money,Not Figurative
25882600235329391507132865645845917840559234354885081064281715307721528321270,turn tail,Figurative
9815213497839765468393724420569846540060412597419526725335510969903030497586,blanket of flowers,Figurative
78968846684288202703769990797154946342291264726311366842680702711720380255708,sea of bees,Not Figurative
96161899182148812380255217408185077172115799789780188976790206202791922368912,as hot as lava,Not Figurative
110848362514826881598431709370046127618657690442523906695971319771836390954786,rub someone the wrong way,Figurative
89777442078642904831677579787596536183985518341663183427456339515667090818610,as sour as vinegar,Figurative
20532648793402600848312503875610755764619827248575325868881703591603480195780,hang by a thread,Figurative
58943716289522388832290021033774872251031447967561901988419656444576179649582,she was a busy bee,Figurative
25750583463466896330001524552080522153538049787318503556946886405225652111496,be left holding the baby,Figurative
61015831137034207728614666159401325208590083353858478254704918366941086713818,cast the first stone,Not Figurative
93053703685888438960967551495384938129658755925139513302347894705846324765467,on the skids,Figurative
3408264338758151165475123943325623711820452335611003484041443211332355828567,home was prison,Not Figurative
36346327767661729113020687882396771521117204036238567938329045426322379838541,as dry as a desert,Figurative
60824136718041663938475184952975036173097753005695460148314519974363409359800,drag your feet,Not Figurative
8245580788846356468170698764854556731006279170930869786656743976112472216371,as sour as vinegar,Figurative
105780523841284195662353211625744302674870135998541917846266651469679663348816,bang for the buck,Figurative
114486399393832671268827150603138407073690741048090880503904353882087741373979,change hands,Figurative
77974344838465113096979795127727005517470097591761525853293306982045143234721,as sour as vinegar,Figurative
42057234619795867488711092603016330595308708906912409066335668159127653633440,eyes were fireflies,Figurative
26701590761110874752626157249674388469636246094392449883535611953171792946697,dish the dirt,Not Figurative
38073232759167197974348535584056315458371448630552803060201880520059007112551,bright and early,Not Figurative
34093830903413226241770695166271189386653401236793288775624853167927463663873,as fresh as a daisy,Figurative
8029155341084984151110178164698464277021255111801241142789125581252233386264,as filthy as a pigsty,Not Figurative
1021249671061547033596902025951541494321181678137958369378679713496988385018,have the last laugh,Figurative
50301302729585721046913425808359925226640333887159368627468017397423457750925,change hands,Not Figurative
33350973256381161643318005515675823892422830100712776939470121170555970879751,take someone to the cleaners,Not Figurative
38537043074952680670193588857335421264192440998314753041793988422468628147052,fall between two stools,Not Figurative
29573863947801901682319860371473676014088815033633201418348342264926274986350,brass neck,Not Figurative
47480041092241833266628995586066415758488201456340039269514542637557137107424,hit the road,Not Figurative
62974618419655971782369580945644927896956929784156111269689350024456330876034,as cold as ice,Not Figurative
49266733526535994693504100656766178901845493224530416672534714383492421177605,as fresh as a daisy,Figurative
57956105752801341517465174713343217556982595889482106605346076246149389105892,lift a finger,Not Figurative
16108560323065236770641375174838781257174865046039954667624061033389954871486,press the flesh,Figurative
4157086364265837032404670264721871574530260738545507692389199351331101225824,as busy as a bee,Not Figurative
22428595749981953567946582708219064438873977643512144163263777630706680939166,heart of gold,Not Figurative
10346040369748157951238623231874391466828596815100545847432627571097926248040,as busy as a bee,Not Figurative
53163791221509435429100986955049631498661464373313626393419672267838964597852,save someone's skin,Not Figurative
66709373622681943020261823304049011878545132243922222614853234598747141966717,as cold as ice,Figurative
34257382444899257741268930897235494848513138419986113718959643878636669549759,hit the hay,Figurative
48378769398197012176269089461906449168836193274105353215679112475995558703522,walking encyclopedia,Not Figurative
78811914150989588697903895456916216134518028162595760384828852888987311355105,as fresh as a daisy,Not Figurative
84109211022285435394633279524433615316478381535140383926521026637511538010151,between the devil and the deep blue sea,Not Figurative
5308509356463308471418073288171704819630829843477528359231349510838393822775,come to think of it,Not Figurative
115275752136720421375659846482510169712668782404445273371383619100104745411683,keep the wolf from the door,Not Figurative
10847099959125669791271942608723042964951649362704157836770285855327574559879,as sharp as a knife,Not Figurative
115744672635269051941390741119576167452474669803158466963851664766359055015403,as hard as rocks,Figurative
76958653642425681944758473925536036910991057372583845588612696128511486582169,as angry as a hornet,Figurative
